breed,category,characteristic,star,image_src,dog_page
Papipoo, Adaptability,Sensitivity Level,4,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Adaptability,Tolerates Being Alone,1,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Adaptability,Tolerates Cold Weather,2,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Adaptability,Tolerates Hot Weather,4,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, All Around Friendliness,Kid-Friendly,3,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, All Around Friendliness,Dog Friendly,4,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, All Around Friendliness,Friendly Toward Strangers,4,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Health And Grooming Needs,Amount Of Shedding,1,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Health And Grooming Needs,Easy To Groom,2,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Health And Grooming Needs,General Health,3,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Health And Grooming Needs,Potential For Weight Gain,3,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Health And Grooming Needs,Size,1,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Trainability,Easy To Train,5,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Trainability,Intelligence,5,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Trainability,Potential For Mouthiness,3,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Trainability,Prey Drive,3,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Trainability,Tendency To Bark Or Howl,2,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Trainability,Wanderlust Potential,2,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Physical Needs,Energy Level,5,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Physical Needs,Intensity,3,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Physical Needs,Exercise Needs,5,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Papipoo, Physical Needs,Potential For Playfulness,5,https://dogtime.com/assets/uploads/gallery/papipoo-mixed-dog-breed-pictures/papipoo-mixed-dog-breed-pictures-6.jpg,https://dogtime.com/dog-breeds/papipoo
Northern Inuit Dog, Adaptability,Adapts Well To Apartment Living,1,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Adaptability,Good For Novice Owners,1,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Adaptability,Sensitivity Level,4,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Adaptability,Tolerates Being Alone,1,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Adaptability,Tolerates Cold Weather,5,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Adaptability,Tolerates Hot Weather,3,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, All Around Friendliness,Kid-Friendly,4,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, All Around Friendliness,Dog Friendly,3,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, All Around Friendliness,Friendly Toward Strangers,5,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Health And Grooming Needs,Amount Of Shedding,5,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Health And Grooming Needs,Easy To Groom,2,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Health And Grooming Needs,General Health,4,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Health And Grooming Needs,Potential For Weight Gain,2,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Health And Grooming Needs,Size,4,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Trainability,Easy To Train,2,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Trainability,Intelligence,4,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Trainability,Potential For Mouthiness,4,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Trainability,Prey Drive,4,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Trainability,Tendency To Bark Or Howl,5,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Trainability,Wanderlust Potential,5,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Physical Needs,Energy Level,5,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Physical Needs,Intensity,4,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Physical Needs,Exercise Needs,5,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Northern Inuit Dog, Physical Needs,Potential For Playfulness,5,https://dogtime.com/assets/uploads/gallery/northern-inuit-dog-hybrid-breed-pictures/northern-inuit-dog-hybrid-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/northern-inuit-dog
Norfolk Terrier, Adaptability,Adapts Well To Apartment Living,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Adaptability,Good For Novice Owners,5,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Adaptability,Sensitivity Level,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Adaptability,Tolerates Being Alone,3,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Adaptability,Tolerates Cold Weather,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Adaptability,Tolerates Hot Weather,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, All Around Friendliness,Kid-Friendly,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, All Around Friendliness,Dog Friendly,5,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, All Around Friendliness,Friendly Toward Strangers,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Health And Grooming Needs,Amount Of Shedding,1,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Health And Grooming Needs,Easy To Groom,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Health And Grooming Needs,General Health,5,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Health And Grooming Needs,Potential For Weight Gain,5,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Health And Grooming Needs,Size,1,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Trainability,Easy To Train,5,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Trainability,Intelligence,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Trainability,Potential For Mouthiness,2,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Trainability,Prey Drive,1,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Trainability,Tendency To Bark Or Howl,3,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Trainability,Wanderlust Potential,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Physical Needs,Energy Level,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Physical Needs,Intensity,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Physical Needs,Exercise Needs,4,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Norfolk Terrier, Physical Needs,Potential For Playfulness,5,https://dogtime.com/assets/uploads/gallery/norfolk-terrier-dog-breed-pictures/2-face2.jpg,https://dogtime.com/dog-breeds/norfolk-terrier
Newfoundland, Adaptability,Adapts Well To Apartment Living,1,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Adaptability,Good For Novice Owners,3,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Adaptability,Sensitivity Level,4,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Adaptability,Tolerates Being Alone,1,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Adaptability,Tolerates Cold Weather,5,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Adaptability,Tolerates Hot Weather,2,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, All Around Friendliness,Kid-Friendly,5,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, All Around Friendliness,Dog Friendly,4,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, All Around Friendliness,Friendly Toward Strangers,4,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Health And Grooming Needs,Amount Of Shedding,5,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Health And Grooming Needs,Drooling Potential,5,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Health And Grooming Needs,Easy To Groom,2,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Health And Grooming Needs,General Health,1,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Health And Grooming Needs,Potential For Weight Gain,4,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Health And Grooming Needs,Size,5,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Trainability,Easy To Train,5,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Trainability,Intelligence,4,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Trainability,Potential For Mouthiness,3,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Trainability,Prey Drive,4,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Trainability,Tendency To Bark Or Howl,4,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Trainability,Wanderlust Potential,3,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Physical Needs,Energy Level,3,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Physical Needs,Intensity,1,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Physical Needs,Exercise Needs,3,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Newfoundland, Physical Needs,Potential For Playfulness,4,https://dogtime.com/assets/uploads/gallery/newfoundland-dogs-and-puppies/newfoundland-dogs-puppies-1.jpg,https://dogtime.com/dog-breeds/newfoundland
Petit Basset Griffon Vendéen, Adaptability,Adapts Well To Apartment Living,4,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Adaptability,Good For Novice Owners,3,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Adaptability,Sensitivity Level,3,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Adaptability,Tolerates Being Alone,3,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Adaptability,Tolerates Cold Weather,4,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Adaptability,Tolerates Hot Weather,3,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, All Around Friendliness,Kid-Friendly,5,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, All Around Friendliness,Dog Friendly,5,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, All Around Friendliness,Friendly Toward Strangers,5,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Health And Grooming Needs,Amount Of Shedding,4,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Health And Grooming Needs,Easy To Groom,2,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Health And Grooming Needs,General Health,3,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Health And Grooming Needs,Potential For Weight Gain,4,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Health And Grooming Needs,Size,2,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Trainability,Easy To Train,1,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Trainability,Intelligence,4,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Trainability,Potential For Mouthiness,3,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Trainability,Prey Drive,5,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Trainability,Tendency To Bark Or Howl,5,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Trainability,Wanderlust Potential,5,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
Petit Basset Griffon Vendéen, Physical Needs,Energy Level,5,https://dogtime.com/assets/uploads/gallery/petit-basset-griffon-vendeen-dog-breed-pictures/1-face.jpg,https://dogtime.com/dog-breeds/petit-basset-griffon-vendeen
