breed,category,characteristic,star,image_src
Standard Schnauzer, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Health And Grooming Needs,Easy To Groom,2,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Health And Grooming Needs,General Health,5,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Staffy Bull Bullmastiff, Adaptability,Adapts Well To Apartment Living,4,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Adaptability,Good For Novice Owners,1,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Adaptability,Sensitivity Level,3,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Adaptability,Tolerates Being Alone,2,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Adaptability,Tolerates Cold Weather,3,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Adaptability,Tolerates Hot Weather,1,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, All Around Friendliness,Kid-Friendly,4,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, All Around Friendliness,Dog Friendly,1,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, All Around Friendliness,Friendly Toward Strangers,1,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Health And Grooming Needs,Amount Of Shedding,3,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Health And Grooming Needs,Drooling Potential,2,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Health And Grooming Needs,Easy To Groom,4,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Health And Grooming Needs,General Health,3,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Standard Schnauzer, Health And Grooming Needs,Potential For Weight Gain,1,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Health And Grooming Needs,Size,3,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Trainability,Easy To Train,3,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Trainability,Intelligence,5,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Trainability,Potential For Mouthiness,3,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Trainability,Prey Drive,5,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Trainability,Tendency To Bark Or Howl,2,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Trainability,Wanderlust Potential,5,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Physical Needs,Energy Level,5,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Physical Needs,Intensity,3,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Physical Needs,Exercise Needs,5,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Standard Schnauzer, Physical Needs,Potential For Playfulness,5,https://dogtime.com/assets/uploads/gallery/standard-schnauzer-dogs-and-puppies/standard-schnauzer-dogs-puppies-1.jpg
Staffy Bull Bullmastiff, Health And Grooming Needs,Potential For Weight Gain,2,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Health And Grooming Needs,Size,4,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Trainability,Easy To Train,1,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Trainability,Intelligence,3,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Trainability,Potential For Mouthiness,3,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Trainability,Prey Drive,2,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Trainability,Tendency To Bark Or Howl,1,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Trainability,Wanderlust Potential,2,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Physical Needs,Energy Level,1,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Physical Needs,Intensity,4,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Physical Needs,Exercise Needs,1,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Staffy Bull Bullmastiff, Physical Needs,Potential For Playfulness,3,https://dogtime.com/assets/uploads/gallery/staffy-bull-bullmastiff/staffy-bullmastiff-mixed-dog-breed-pictures-2.jpg
Spinone Italiano, Adaptability,Adapts Well To Apartment Living,4,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Adaptability,Good For Novice Owners,4,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Adaptability,Sensitivity Level,5,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Adaptability,Tolerates Being Alone,2,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Adaptability,Tolerates Cold Weather,4,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Adaptability,Tolerates Hot Weather,3,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, All Around Friendliness,Kid-Friendly,5,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, All Around Friendliness,Dog Friendly,5,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, All Around Friendliness,Friendly Toward Strangers,5,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Health And Grooming Needs,Amount Of Shedding,3,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Health And Grooming Needs,Drooling Potential,4,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Health And Grooming Needs,Easy To Groom,2,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Health And Grooming Needs,General Health,3,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Health And Grooming Needs,Potential For Weight Gain,2,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Health And Grooming Needs,Size,4,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Springador, Adaptability,Adapts Well To Apartment Living,2,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Adaptability,Good For Novice Owners,3,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Adaptability,Sensitivity Level,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Adaptability,Tolerates Being Alone,1,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Adaptability,Tolerates Cold Weather,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Adaptability,Tolerates Hot Weather,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, All Around Friendliness,Affectionate With Family,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, All Around Friendliness,Kid-Friendly,3,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, All Around Friendliness,Dog Friendly,3,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, All Around Friendliness,Friendly Toward Strangers,3,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Health And Grooming Needs,Amount Of Shedding,1,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Health And Grooming Needs,Drooling Potential,2,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Health And Grooming Needs,Easy To Groom,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Health And Grooming Needs,General Health,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Staffordshire Bull Terrier, Adaptability,Adapts Well To Apartment Living,3,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Adaptability,Good For Novice Owners,1,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Adaptability,Sensitivity Level,4,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Adaptability,Tolerates Being Alone,2,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Adaptability,Tolerates Cold Weather,3,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Adaptability,Tolerates Hot Weather,1,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, All Around Friendliness,Kid-Friendly,5,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, All Around Friendliness,Dog Friendly,1,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, All Around Friendliness,Friendly Toward Strangers,5,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Health And Grooming Needs,Amount Of Shedding,3,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Health And Grooming Needs,Drooling Potential,3,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Health And Grooming Needs,Easy To Groom,5,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Health And Grooming Needs,General Health,3,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Health And Grooming Needs,Potential For Weight Gain,4,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Stabyhoun, Adaptability,Adapts Well To Apartment Living,2,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Adaptability,Good For Novice Owners,3,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Adaptability,Sensitivity Level,4,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Adaptability,Tolerates Being Alone,3,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Adaptability,Tolerates Cold Weather,2,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Adaptability,Tolerates Hot Weather,2,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, All Around Friendliness,Kid-Friendly,5,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, All Around Friendliness,Dog Friendly,4,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, All Around Friendliness,Friendly Toward Strangers,3,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Health And Grooming Needs,Amount Of Shedding,3,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Health And Grooming Needs,Easy To Groom,3,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Health And Grooming Needs,General Health,5,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Health And Grooming Needs,Potential For Weight Gain,3,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Health And Grooming Needs,Size,3,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Spinone Italiano, Trainability,Easy To Train,4,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Trainability,Intelligence,4,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Trainability,Potential For Mouthiness,2,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Trainability,Prey Drive,4,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Trainability,Tendency To Bark Or Howl,2,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Trainability,Wanderlust Potential,2,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Physical Needs,Energy Level,4,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Physical Needs,Intensity,2,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Physical Needs,Exercise Needs,4,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Spinone Italiano, Physical Needs,Potential For Playfulness,4,https://dogtime.com/assets/uploads/gallery/spinone-italiano-dog-breed-pictures/spinone-italiano-dog-breed-pictures-2.jpg
Springador, Health And Grooming Needs,Potential For Weight Gain,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Health And Grooming Needs,Size,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Trainability,Easy To Train,5,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Trainability,Intelligence,5,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Trainability,Potential For Mouthiness,2,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Trainability,Prey Drive,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Trainability,Tendency To Bark Or Howl,3,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Trainability,Wanderlust Potential,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Physical Needs,Energy Level,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Physical Needs,Intensity,3,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Physical Needs,Exercise Needs,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Springador, Physical Needs,Potential For Playfulness,4,https://dogtime.com/assets/uploads/gallery/springador-mixed-dog-breed-pictures/springador-mixed-dog-breed-pictures-2.jpg
Staffordshire Bull Terrier, Health And Grooming Needs,Size,2,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Trainability,Easy To Train,2,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Trainability,Intelligence,3,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Trainability,Potential For Mouthiness,2,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Trainability,Prey Drive,2,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Trainability,Tendency To Bark Or Howl,3,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Trainability,Wanderlust Potential,4,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Physical Needs,Energy Level,3,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Physical Needs,Intensity,3,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Physical Needs,Exercise Needs,4,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Staffordshire Bull Terrier, Physical Needs,Potential For Playfulness,5,https://dogtime.com/assets/uploads/gallery/stratfordshire-bull-terrior-dog-breed-pictures/fun-10_680-453.jpg
Stabyhoun, Trainability,Easy To Train,5,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Trainability,Intelligence,5,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Trainability,Potential For Mouthiness,1,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Trainability,Prey Drive,4,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Trainability,Tendency To Bark Or Howl,3,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Trainability,Wanderlust Potential,3,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Physical Needs,Energy Level,3,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Physical Needs,Intensity,4,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Physical Needs,Exercise Needs,4,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Stabyhoun, Physical Needs,Potential For Playfulness,5,https://dogtime.com/assets/uploads/gallery/stabyhoun-dog-breed-pictures/face-5.jpg
Small Munsterlander Pointer, Adaptability,Adapts Well To Apartment Living,1,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, Adaptability,Good For Novice Owners,2,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, Adaptability,Sensitivity Level,3,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, Adaptability,Tolerates Being Alone,4,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, Adaptability,Tolerates Cold Weather,5,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, Adaptability,Tolerates Hot Weather,3,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, All Around Friendliness,Kid-Friendly,5,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, All Around Friendliness,Dog Friendly,5,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, All Around Friendliness,Friendly Toward Strangers,4,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, Health And Grooming Needs,Amount Of Shedding,3,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, Health And Grooming Needs,Easy To Groom,3,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, Health And Grooming Needs,General Health,5,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, Health And Grooming Needs,Potential For Weight Gain,3,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Small Munsterlander Pointer, Health And Grooming Needs,Size,3,https://dogtime.com/assets/uploads/gallery/small-munsterlander-pointer-dog-breed-pictures/face-10.jpg
Sloughi, Adaptability,Adapts Well To Apartment Living,4,https://dogtime.com/assets/uploads/gallery/sloughi/left-4.jpg
